Word		No. of occurrences
prospeje		15
prospel		3
prospesna		3
prospesne		6
prospesneho		3
prospi		3
prospiva		9
prospivaji		3
prospival		6
prospivali		3
prospivalo		3
prost		15
proste		21
prosteho		9
prosteradla		3
prosteradlo		3
prosti		12
prostira		3
prostiral		3
prostirali		3
prostiralo		6
prostoducha		3
prostoduche		6
prostoduchost		3
prostoduchosti		3
prostoduchy		12
prostodusi		12
prostopasnik		3
prostopasnost		3
prostopasnosti		6
prostor		45
prostorem		3
prostorna		3
prostorne		3
prostornymi		3
prostoru		27
prostory		3
prostoupi		3
prostoupit		3
prostranstvi		60
prostranstvich		18
prostrceni		3
prostrcil		6
prostrcis		3
prostred		42
prostredek		6
prostredi		3
prostredka		3
prostredkem		15
prostredku		9
prostredni		15
prostrednictvim		63
prostrednik		3
prostrednikem		12
prostredniku		3
prostrednimu		3
prostrela		3
prostreny		3
prostrit		6
prosviti		3
protahl		3
protahoval		3
protatymi		3
protejsek		3
protejsi		9
protejsim		3
protekaji		6
protekal		3
protekaly		3
protesals		3
proti		3744
protiklad		3
protikladnym		3
protilehlou		3
protilehlych		3
protipravne		3
protivi		3
protivici		3
protivil		12
protivili		3
protivilo		3
protivnice		3
protivnici		48
protivnicich		6
protivnik		39
protivnika		42
protivnikem		30
protivnikovi		3
protivniku		57
protivnikum		33
protivniky		66
protkany		3
protkne		3
proto		945
protoze		1602
protozes		3
protrely		3
protrhl		3
protrhne		3
protrib		3
protribena		3
protribene		12
protribil		3
protribila		3
protrzeno		3
proud		33
proudech		3
proudem		24
proudi		6
proudici		3
proudicich		3
proudila		3
proudit		18
proudu		6
proudy		42
proutek		6
provadeji		3
provadela		3
provadeli		6
provaden		3
provadeni		6
provadis		3
provadite		3
provalily		3
provaluje		3
provaz		12
provazce		9
provazcem		9
provaze		3
provazech		18
provazel		15
provazela		3
provazeli		9
provazely		6
provazem		6
provazet		18
provazi		24
provazu		12
provazy		57
provdal		6
provdala		3
provdana		3
provdane		3
provdavejte		3
proveden		6
provedena		3
provedeni		3
provedes		3
provedl		81
provedla		6
provedli		21
provedou		3
provedu		9
provereni		3
proverenych		3
proveri		3
proveruje		3
provest		18
provincie		24
provincii		12
provineni		72
provinenich		3
provinenim		15
provini		9
provinil		54
provinila		9
provinili		30
provinilo		3
provinit		3
provinovali		3
provinuje		3
provinuji		3
provlece		3
provlecenych		3
provlecu		6
provlekl		3
provlekli		3
provleknes		3
provleknou		12
provleknuty		3
provod		3
provolal		9
provolali		3
provolam		3
provolat		3
provolava		3
provolavaji		6
provolaval		3
provolavali		18
provolavaly		3
provolavani		3
provolavano		3
provolavat		3
provolavej		6
provolej		9
provolejte		6
provorozene		3
provotiny		3
provozovali		3
provozovat		3
provzdy		168
prozili		3
prozirava		9
prozirave		27
proziraveho		9
proziravejsi		6
proziravem		3
proziravi		9
proziravost		9
proziravosti		12
proziravou		3
proziravy		24
proziravych		3
prozkoumal		9
prozkoumali		15
prozkoumam		3
prozkoumany		3
prozkoumat		21
prozkoumava		9
prozpevovala		3
prozpevovaly		3
prozpevovani		3
prozpevovat		18
prozpevujici		3
prozrad		3
prozradi		6
prozradil		6
prozradila		3
prozradit		3
prozrazuje		3
prs		3
prsa		9
prselo		3
prset		3
prsi		3
prska		3
prskami		3
prsou		21
prst		39
prstech		3
prstem		39
prsten		12
prstenec		3
prstenem		24
prsteny		12
prsti		9
prstu		18
prstum		3
prsty		30
prsu		27
prsy		24
pruceli		12
prucelim		18
pruchod		21
pruchodu		3
prudce		18
prudke		9
prudkem		6
prudkost		3
prudkosti		3
prudky		9
prudkymi		6
prudsi		3
pruduch		3
pruduchy		3
pruh		9
pruhovana		6
pruhovane		6
pruhovani		6
pruhovanym		3
pruhu		39
pruhy		15
prulomu		9
prumeru		9
pruplavu		24
pruplavy		12
prupoved		21
prupovedi		6
prupovidkari		3
prurvou		6
prusmykem		3
prusmyku		6
prut		48
prutahu		3
prutech		6
prutem		15
prutrz		3
prutrzi		6
prutu		60
pruty		33
pruvod		12
pruvodce		3
pruvodcem		3
pruvodci		6
pruvodem		3
pruvodnimi		3
pruvodu		9
pruzkum		9
pruzkumu		9
pruznost		3
pruzny		3
pruzracneho		3
pruzracny		6
prve		15
prveho		21
prvem		3
prvenstvi		3
prvni		354
prvnich		48
prvniho		147
prvnim		84
prvnimu		21
prvorozena		18
prvorozence		9
prvorozene		81
prvorozeneho		99
prvorozenem		6
prvorozenemu		12
prvorozeni		3
prvorozenstvi		30
prvorozenstvim		3
prvorozeny		111
prvorozenych		39
prvorozenym		9
prvotin		21
prvotina		12
prvotinami		3
prvotinu		9
prvotiny		39
prvotni		3
prvy		3
pry		30
pryc		126
pryskyrice		6
pryskyrici		3
prysti		3
psa		6
psal		39
psala		9
psali		9
psaly		3
psan		3
psancem		6
psanci		6
psane		6
psano		288
psany		3
psat		18
psenice		42
psenici		54
psenicna		3
psenicne		9
psenicneho		3
psenicnou		6
psenicny		3
psi		54
psovi		3
psovskou		3
pstrosa		6
pstrosi		12
pstrosove		3
pstrosu		3
pstrosy		3
psu		12
psum		12
psy		6
pta		6
ptace		30
ptaci		66
ptacich		6
ptackem		3
ptacnici		3
ptactva		30
ptactvem		21
ptactvo		102
ptactvu		42
ptaji		12
ptak		15
ptaka		36
ptakem		6
ptaku		12
ptakum		3
ptaky		21
ptal		48
ptala		3
ptali		87
ptaly		6
ptam		6
ptas		21
ptas-li		3
ptat		48
ptate		12
ptej		3
ptejte		9
pucet		9
puch		9
puci		9
puda		30
pude		15
pudem		3
pudilo		12
pudou		6
pudovi		3
pudu		72
pudy		36
pujc		3
pujci		3
pujcil		3
pujcis		3
pujcit		3
pujckou		3
pujcku		15
pujcky		3
pujcovat		21
pujcuje		9
pujcuji		3
pujcujte		3
pujde		96
pujdeme		30
pujdes		96
pujdes-li		6
pujdete		45
pujdete-li		6
pujdou		90
pujdu		84
puka		6
pukaji		9
pukala		3
pukaly		3
pul		90
pulce		3
puldruheho		9
puli		6
pulka		3
pulkou		3
pulku		3
pulmesicky		3
pulnoc		3
pulnoci		36
pupecni		3
pupek		3
pupurove		3
pur		9
purim		6
purimu		9
purpur		9
purpurem		9
purpurove		126
purpurovem		3
purpurovy		9
purpurovych		3
purpuru		33
puskvorce		3
puskvorcem		3
pusobem		3
pusobena		3
pusobeni		9
pusobenim		6
pusobi		102
pusobiciho		3
pusobil		30
pusobila		3
pusobili		3
pusobilo		3
pusobily		6
pusobim		33
pusobis		3
pusobite		6
pust		51
pusta		15
puste		33
pustem		12
pusten		3
pustena		6
pusti		12
pusti-li		9
pustil		27
pustila		3
pustilas		3
pustili		51
pustim		6
pustime		3
pustin		9
pustina		9
pustinach		54
pustinami		3
pustine		45
pustinou		24
pustinu		15
pustiny		15
pustis		3
pustit		9
pustite		3
pustle		3
pustne		9
pusto		3
pustosena		12
pustosene		3
pustoseni		3
pustosi		9
pustosil		3
pustosili		6
pustosim		6
pustosit		3
pustositel		3
pustositele		12
pustot		6
pustote		6
pustotou		3
pustotu		3
pustoty		3
pustou		15
pustte		15
pusty		6
pustych		9
pustym		3
putoval		15
putovala		6
putovali		3
putovani		18
putovat		18
putuj		3
putuje		6
putuji		3
putujici		3
puvab		3
puvabna		6
puvabne		3
puvabneho		21
puvabnou		3
puvabny		6
puvabnym		3
puvabu		6
puvod		15
puvodce		3
puvodcem		3
puvodci		3
puvodem		21
puvodne		3
puvodni		3
puvodnich		3
puvodniho		3
puvodnim		6
puvodu		30
puvska		3
puzen		3
pycha		15
pycho		3
pychou		3
pychu		36
pychy		3
pyj		3
pykal		3
pykat		21
pyse		24
pysna		12
pysne		36
pysneho		6
pysni		3
pysnit		3
pysnou		3
pysnych		6
pysnym		9
pysnymi		3
pytel		3
pytle		12
pytli		3
pytlovina		3
r		42
r-kasdimu		3
r-melach		3
r-nachase		3
r-semes		3
rab		9
rabec		3
rabie		6
rabii		6
rabove		12
rabskemu		3
rabsky		3
rabujte		3
rabum		3
raby		9
rac		6
race		3
rach		9
rachonitidy		3
rachot		3
rachotem		9
rachotu		6
rachova		3
rachovych		6
raci		12
racil		3
racime		3
racka		6
racna		3
racovali		3
rad		240
rada		60
radach		21
radam		3
radami		9
radby		12
radce		36
radcem		9
radci		18
radcove		6
radcu		15
rade		45
radeji		84
radem		3
radena		3
radeni		3
radi		63
radil		21
radila		6
radili		12
radilo		3
radim		6
radime		3
radit		15
radite		15
radival		3
radla		3
radlice		9
radlici		3
radlo		3
radne		24
radnem		3
radny		9
radnym		3
rado		3
radost		267
radosti		273
radostne		81
radostneho		12
radostnem		3
radostnou		54
radou		12
radoval		60
radovali		24
radovalo		9
radovaly		3
radovanek		3
radovankam		6
radovankami		3
radovanky		3
radovat		105
radu		168
raduj		21
raduje		66
radujeme		3
radujete		3
raduji		57
radujicimi		3
radujme		6
radujte		30
radum		6
rady		249
rah		6
raha		3
raje		3
raji		9
rak		21
rakos		15
rakosi		21
rakosova		3
rakosove		3
rakovina		3
rakve		3
ral		870
rale		54
ralem		15
rali		111
ralova		3
raloval		66
ralovat		6
ralove		24
ralovi		9
ralovna		12
ralovnu		3
ralovo		12
ralovska		150
ralovske		6
ralovskou		6
ralovsky		6
ralovskym		3
ralovsti		3
ralovstvi		21
ralovych		3
raluj		3
ralum		3
raluv		9
ram		33
rama		24
rame		15
ramejce		21
ramejci		99
ramejcu		33
ramejcum		33
ramejec		6
ramejskemu		3
ramejsky		15
ramem		12
ramen		18
ramena		45
ramene		18
ramenem		3
rameni		12
rameno		15
ramenou		24
rameny		3
ramova		3
ramovi		9
ramske		3
ramskem		3
ramskych		6
ramu		21
ran		36
rana		216
ranam		3
ranami		30
ranatovych		3
ranci		3
rane		15
ranen		21
ranena		3
raneni		6
raneny		3
ranhojicem		3
rani		9
ranice		27
ranici		6
ranil		27
ranila		6
ranili		9
ranilo		3
ranim		9
rannich		3
ranniho		12
rano		159
ranou		33
ranu		75
rany		111
ranych		18
ranymi		3
rapenim		3
rapi-li		3
rapor		9
rarat		3
raratu		9
rarskeho		3
ras		9
rasa		3
rasami		3
rase		3
rasi		21
rasit		6
rasli		3
rasna		6
rasne		6
rasnym		3
rasou		3
rasta		3
rastos		6
rasy		9
rat		51
ratele		3
ratelit		3
ratelum		3
rati		3
ratil		30
ratili		15
ratilo		3
ratim		12
ratime		3
ratis		6
ratis-li		6
ratiste		3
ratni		12
ratny		3
ratolest		27
ratolestech		3
ratolesti		51
ratolestmi		6
ratr		6
ratra		3
ratre		6
ratri		102
ratrska		3
ratte		18
rava		18
ravda		3
ravdive		3
ravdivy		3
ravdu		6
rave		129
ravem		6
ravi		9
ravidelne		3
ravil		48
ravim		114
ravna		18
ravnovi		3
ravny		6
ravo		3
ravou		6
ravy		18
raz		3
razdny		3
razedna		3
razeji		3
razel		3
razeli		3
razem		33
razi		3
razil		6
razim		6
razit		3
razite		6
razky		3
razne		9
raznym		3
rba		3
rbana		3
rbatsky		6
rbejsky		3
rbovo		3
rby		3
rceni		9
rcete		12
rcha		6
rcham		3
rchejte		3
rchelaos		3
rchippovi		6
rchnete		3
rchni		6
rci		3
rcil		3
rcili		3
rcite		30
rda		3
rdce		60
rdcem		6
rdi		6
rdit		18
rdona		3
reba		12
rebaze		3
rebem		3
rebovu		3
rebrodil		3
rebyva		3
rebyvam		3
rebyvame		3
rebyvej		6
rec		189
rece		87
recech		3
recem		6
receno		159
receny		3
rechazel		6
reci		204
recist		9
reciste		3
recistim		3
reckemu		3
recky		15
reckym		3
recmi		27
recnici		3
recti		6
red		174
redaci		18
redakem		45
redas		3
redate		3
redavam		3
rede		9
redesim		3
redevsim		18
redim		3
redivne		3
redkladam		3
redloz		9
redlozil		12
redlozila		3
redlozim		3
redlozte		3
redmestske		3
redmety		3
redne		9
redneste		3
rednesu		3
redni		6
rednim		3
redsevzal		6
redsin		6
redstavenstvo		3
redstaveny		3
redstavitele		9
redstavy		3
redstirej		3
redstoupis		3
redstup		12
redstupte		6
redtim		12
redvolaji		3
redvolal		3
regima		3
rehnala		6
rehodil		3
rehtate		3
rej		6
rejdete		3
rejdi		3
rejem		3
reji		15
rejmenovali		3
rejum		3
rek		27
reka		36
rekach		6
rekam		6
rekami		3
rekl		5598
rekla		366
reklas		3
rekldo		3
rekli		690
reklo		6
rekls		3
rekly		15
rekne		261
rekne-li		15
rekneme		24
reknes		123
reknete		99
reknete-li		3
rekni		231
reknou		129
reknu		54
reknu-li		6
rekonal		6
rekonali		3
rekonej		3
rekou		24
rekroci-li		3
rekrocili		3
reku		27
rekujte		3
reky		126
reli		3
reliho		3
relstils		3
rem		6
remahat		3
remeni		3
remeslnici		9
remeslnicke		3
remeslnik		12
remeslnika		18
remeslniku		15
remeslnikum		9
remeslniky		9
remeslnou		3
remeslo		6
remi		3
reminek		18
reminky		3
remitejte		3
remlouvals		3
remluv		3
remnoho		3
remohl		3
remohly		3
remyslel		3
ren		3
renech		3
reneseme		3
renocuj		3
renocujeme		3
renocujte		3
reopag		3
reopagu		6
repadla		3
repadli		6
repadnou-li		3
repasal		3
replav		3
replavili		3
replavme		6
replavte		3
repta		3
reptaji		9
reptal		6
reptala		9
reptali		27
reptalove		3
reptani		24
reptanim		3
reptate		6
rerave		9
reravemu		3
reraz		3
rerazim		3
res		15
rescens		3
reseni		3
resetem		6
residlenci		3
residlim		3
resil		3
resili		3
resilneho		6
resilnemu		6
resilny		6
resli		6
resne		3
resta		3
restalo		3
restaly		6
restan		9
restanes-li		3
restanete		6
restani		3
restante		6
restehoval		6
restehujes		3
restej		6
resto		30
restoupili		9
restoze		6
resu		3
resvedceni		3
resvedcoval		3
resytil		3
retane		6
retavim		3
rete		6
retekls		3
retelne		3
retez		18
retezech		3
retezem		6
retezy		57
reti		9
retiho		57
retina		18
retinu		3
retizkove		9
retizkovymi		3
retizky		18
retou		3
retu		3
rety		9
reuelovsti		3
rev		36
reva		66
revahu		3
reve		9
reveju		3
revelice		6
revem		6
revni		3
revnivost		3
revnivosti		3
revo		3
revou		15
revovi		6
revovych		3
revovymi		3
revu		51
revy		39
revzali		3
rez		21
rezadouci		3
rezane		3
rezani		3
rezanych		3
rezba		3
rezby		15
reze		3
rfaxad		3
rgob		9
rgoba		3
rhala		3
rhas		3
rhlina		3
rhnete		3
riasovy		3
ribehl		3
ribehy		6
ribezich		3
riblizil		9
riblizili		6
riblizilo		6
ribodnu		3
ribytek		6
ric		6
ricateho		3
ricel		3
ricet		3
rich		21
richazeji		6
richazejte		3
richazeli		15
richazi		36
richazim		9
richazis		9
richazite		3
richazite-li		3
richem		3
richu		3
richy		3
rici		189
ricky		3
ricni		21
rid		3
ridaje		3
ridam		3
ridas		3
ridatu		3
ridavej		3
ridavnou		3
ridej-uh		6
ridejte		3
ridel		3
ridelil		3
ridelili		3
ridelite		3
ridi		27
ridil		12
ridili		42
ridim		6
ridit		54
ridite		3
ridlo		3
ridruzi		6
ridruzitel		3
ridrz		6
ridrzela		3
ridrzuj		3
ridy		3
riel		3
riela		15
rieli		9
rielova		3
riho		15
rihodilo		6
rijal		3
rijali		6
rijas		54
rijase		30
rijasem		3
rijasova		6
rijasovi		21
rijasovu		3
rijd		24
rijde		42
rijde-li		21
rijdes		12
rijdete		9
rijdou		39
rijdte		6
rijdu		6
rije		3
rijela		6
rijeli		3
rijemne		3
rijima-li		3
rijimame-li		3
rijimej		3
rijmete		15
rijmi		9
rijmu		3
rik		3
rika		252
rikaji		186
rikal		156
rikala		3
rikali		270
rikalo		24
rikaly		6
rikam		96
rikame		3
rikas		102
rikat		192
rikate		90
rikava		3
rikaval		6
rikavali		3
rikavalo		3
rikavate		3
rikaz		21
rikazal		27
rikazani		6
rikazes		3
rikazete		3
rikazujeme		3
rikazuji		3
rikej		3
rikejte		3
rikl		3
rikla		3
rikrat		21
rikrocite-li		3
rikrov		3
rikryje		9
rikryji		3
rikryjte		3
rikryl		3
rikryly		3
rikryval		3
rikryvali		3
rileti		3
rilis		18
rilnul		3
riloz		3
rilozi		3
rima		6
rimatie		12
rime		3
rimeho		6
rimeli		3
rimi		6
rimkl		6
rimluvce		12
rimluvte		3
rimori		6
rimorim		3
rimorska		3
rimorske		45
rimorskou		9
rimou		3
rimske		3
rimskeho		3
rimskou		3
rimsky		15
rimsovite		3
rimsti		3
rinacteho		3
rinasejme		3
rinasejte		3
rinaseli		12
rinasis		3
rinasis-li		3
rinasite		6
rines		18
rinese		6
rineses		6
rinesete		15
rinesl		18
rinesli		24
rineste		24
rinou		12
rinula		3
rinutili		6
riodel		3
riona		9
ripada		3
ripadalo		3
ripadla		3
ripadlo		6
ripadly		3
ripadne		3
ripevnili		3
ripevnis		3
ripoj		6
ripomen		6
ripomente		3
ripomenu		6
ripominam		15
ripominej		6
ripominejte		9
ripoutas		3
riprav		24
ripravi		6
ripravi-li		3
ripravil		33
ripravili		9
ripravim		3
ripravis		3
ripravite		6
ripravovali		6
ripravte		30
ripravujete		3
ripust		3
rirazili		3
rirozeny		3
riryjte		3
risahal		9
risahali		6
risaham		3
risahej		6
risahl		3
risaje		3
riscilla		3
riscillou		6
rise		33
risedla		3
risel		192
risezna		3
risi		36
riska		3
risku		6
risla		33
risli		153
rislibil		9
rislibili		3
rislo		3
rislovi		99
risluhovali		3
rislusna		6
rislusne		6
risly		9
rislym		3
risna		3
risne		3
risnici		3
risnika		3
risniky		3
rispa		3
rispeji		3
rispus		3
risske		3
risskych		6
risskym		3
rissti		6
rista		537
ristali		3
ristarcha		3
ristarchos		12
ristav		6
ristavba		3
ristehovalec		3
ristem		57
risti		3
ristiho		6
ristobulova		3
ristoupil		36
ristoupili		15
ristova		51
ristove		39
ristovi		18
ristovo		33
ristovou		9
ristovu		30
ristovy		18
ristovych		15
ristovym		12
ristovymi		9
ristresky		3
ristu		318
ristup		24
ristupme		6
ristupte		30
ristus		306
ristuv		33
ritahl		9
ritahli		18
ritahne		15
ritahnete		6
ritahni		6
ritahnou		9
ritahuje		3
ritele		3
riteli		15
riti		15
ritici		9
ritili		3
ritom		45
ritrhneme		3
riuv		6
riv		9
rivadeli		6
rivadi		3
rivadis		3
rivali		3
rivalilo		3
rivalte		3
rivaly		3
rivaz		9
rive		39
rived		18
rivede		6
rivede-li		3
rivedes		15
rivedete		3
rivedl		33
rivedli		42
rivedou		6
rivedte		21
rivedu		24
rivejsi		3
rivesky		3
rivi		3
rivky		3
rivodi		3
rivolal		3
rivolali		3
rivolej		6
